,BUDGETYEAR,BUDGET CATEGORY,TYPE OF EXPENDITURE,GOVERNMENT AGENCY,ESTIMATED BUDGET
0,2019,STATUTORY TRANSFER,NON RECURRENT  EXPENDITURE,NATIONAL JUDICIAL COUNCIL,110000000000
1,2019,STATUTORY TRANSFER,NON RECURRENT  EXPENDITURE,NIGER-DELTA DEVELOPMENT COMMISSION,100188921129
2,2019,STATUTORY TRANSFER,NON RECURRENT  EXPENDITURE,UNIVERSAL BASIC EDUCATION,112471421836
3,2019,STATUTORY TRANSFER,NON RECURRENT  EXPENDITURE,NATIONAL ASSEMBLY,128000000000
4,2019,STATUTORY TRANSFER,NON RECURRENT  EXPENDITURE,PUBLIC COMPLAINTS COMMISSION,4398550000
5,2019,STATUTORY TRANSFER,NON RECURRENT  EXPENDITURE,INEC,45500000000
6,2019,STATUTORY TRANSFER,NON RECURRENT  EXPENDITURE,NATIONAL HUMAN RIGHT COMMISSION,1500000000
7,2019,DEBT SERVICE,RECURRENT  EXPENDITURE,DOMESTIC DEBTS,1710218672442
8,2019,DEBT SERVICE,RECURRENT  EXPENDITURE,FOREIGN DEBTS,433795440649
9,2019,DEBT SERVICE,RECURRENT  EXPENDITURE,SINKING FUND:SINKING FUND TO RETIRE MATURING LOANS,110000000000
10,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PRESIDENCY,33056842954
11,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF DEFENCE,430829670487
12,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF FOREIGN AFFAIRS,66107076684
13,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF INFORMATION & CULTURE,44601559361
14,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF INTERIOR,564222709345
15,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,OFFICE OF THE HEAD OF THE CIVIL SERVICE OF THE FEDERATION,5343166040
16,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,AUDITOR GENERAL FOR THE FEDERATION,2961311965
17,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF COMMUNICATION TECHNOLOGY,12583902706
18,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,OFFICE OF THE NATIONAL SECURITY ADVISER,86840262348
19,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,INFRASTRUCTURE CONCESSIONARY REGULATORY COMMSSION,1074704993
20,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,OFFICE OF THE SECRETARY TO THE GOVERNMENT OF THE FEDERATION,63400282728
21,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF AGRICULTURE & RURAL DEVELOPMENT,57677415129
22,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF FINANCE,10842380324
23,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"FEDERAL MINISTRY OF INDUSTRY, TRADE AND INVESTMENT",14501926373
24,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF LABOUR AND EMPLOYMENT,10205456568
25,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF SCIENCE AND TECHNOLOGY,35020953172
26,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF TRANSPORTATION,19170761142
27,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"FEDERAL MINISTRY OF POWER, WORKS & HOUSING",33530704800
28,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF PETROLEUM RESOURCES,67850632923
29,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF MINES AND STEEL DEVELOPMENT,10285785797
30,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF BUDGET AND NATIONAL PLANNING,9340417673
31,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"NATIONAL SALARIES, INCOMES AND WAGES COMMISSION",718630588
32,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FISCAL RESPONSIBILITY COMMISSION,328332567
33,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF WATER RESOURCES,8371713581
34,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF JUSTICE,22323618624
35,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,COMMISSION,5380108639
36,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MINISTRY OF NIGER DELTA AFFAIRS,2199690571
37,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF YOUTH & SPORTS DEVELOPMENT,122668019823
38,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF WOMEN AFFAIRS,1521618086
39,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF EDUCATION,463395832111
40,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF HEALTH,315717344056
41,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL MINISTRY OF ENVIRONMENT,18774175241
42,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,NATIONAL POPULATION COMMISSION,6013849931
43,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL EXECUTIVE BODIES:CODE OF CONDUCT BUREAU,2382327877
44,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,CODE OF CONDUCT TRIBUNAL,701550713
45,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL CHARACTER COMMISSION,2725327846
46,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,FEDERAL CIVIL SERVICE COMMISSION,1073053180
47,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,POLICE SERVICE COMMISSION,783323173
48,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,"REVENUE MOBILISATION, ALLOCATION AND FISCAL COMMISSION",2174200141
49,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,OFFICE OF THE HEAD OF CIVIL SERVICE (CIVILIAN PENSION),30691013524
50,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,GRATUITIES,2300000000
51,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,28391013524
52,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MILITARY PENSIONS AND GRATUITIES (DMP),196176233621
53,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSIONS,121616703006
54,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,EXPECTED RETIREES,17606403838
55,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,DEATH BENEFITS,22310805147
56,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,ADMINISTRATIVE CHARGES,50000000
57,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,ANNUAL VERIFICATION EXERCISE,150000000
58,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,PENSION RUNNING COST,100000000
59,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,MEDICAL RETIREES,1259074576
60,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,ARREARS OF 2017 - 2018 PENSION,29200461676
61,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,ARREARS OF 2017 - 2018 GRATUITY,3188298975
62,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,ARREARS OF 2017 - 2018 DEATH BENEFIT,694486403
63,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,NHIS - MILITARY RETIREES,9524923546
64,2019,EXECUTIVE ARM,RECURRENT (NON DEBT) EXPENDITURE,NHIS - MILITARY RETIREES - ARREARS 2014 - 2018,5953077216
65,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NHIS - MILITARY RETIREES,3571846330
66,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DIA CIVILIAN STAFF PENSION AND GRATUITIES,240552551
67,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION (2018 ARREARS),30267023
68,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION,95194166
69,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GRATUITY (2018 ARREARS),3597633
70,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GRATUITY,95937162
71,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,VERIFICATION EXERCISE,6000000
72,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ADMINISTRATIVE CHARGES,9556566
73,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,POLICE PENSIONS AND GRATUITIES,7412463652
74,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,7412463652
75,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,"CUSTOMS, IMMIGRATION AND PRISIONS PENSION OFFICE",8420000000
76,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,8420000000
77,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,UNIVERSITIES PENSION INCLUDING ARREARS,14343326479
78,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,14343326479
79,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PARASTATALS PENSION AND RAILWAY PENSIONS,26756754031
80,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,26756754031
81,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PRE-1996 NIGERIA RAILWAY CORPORATION PENSION,2257298262
82,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS,2257298262
83,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,DEPARTMENT OF STATE SECURITY,13733344574
84,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS (INCLUDING ARREARS),13733344574
85,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NIGERIA INTELLIGENCE AGENCY,3709146567
86,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSIONS/DEPENDANTS BENEFITS,3709146567
87,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO,16642621229
88,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,NELMCO PENSIONS/ARREARS,16642621229
89,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF PENSION LIABILITIES,10000000000
90,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ARREARS OF 33% INCREASE IN PENSION RATES,50000000000
91,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT INTO REDEMPTION FUND (5% OF TOTAL PERSONNEL COST),73995745200
92,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PENSION PROTECTION FUND,10000000000
93,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,BENEFITS OF RETIRED HEADS OF SERVICE AND PERMANENTSECRETARIES AND PROFESSORS,4502491809
94,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SEVERANCE BENEFITS TO RETIRED HEADS OF GOVERNMENT AGENCIESAND PARASTATALS,1000000000
95,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,ENTITTLEMENTS OF FORMER PRESIDENTS/HEADS OF STATES AND VICEPRESIDENTS/CHIEF OF GENERAL STAFF,2300000000
96,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT OF OUTSTANDING TERMINAL BENEFITS OF NIGERIA AIRWAYSEX-WORKERS,22682832166
97,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,"SEVERANCE GRATUITY FOR OUTGOING LEGISLATORS AND LEGISLATIVE AIDES, ALLOWANCES FOR INCOMING LEGISLATORS AND LEGISLATIVES AIDES, AND INDUCTION PROGRAMME/INAUGURATION OF THE NINTH ASSEMBLY",23678770079
98,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT OF OUTSTANDING DEATH BENEFIT TO CIVIL SERVANTS/POLICE,5000000000
99,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,GROUP LIFE INSURANCE FOR ALL MDAs INCLUDING DSS/INSURANCE OF SENSITIVE ASSETS/CORPERS PLUS ADMINISTRATION MONITORING PUBLIC SERVICE WAGE ADJUSTMENT FOR MDAS (INCLUDING ARREARS,15000000000
100,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,OF PROMOTION AND SALARY INCREASES) & PAYMENT OF SEVERANCE BENEFITS,160000000000
101,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,MILITARY OPERATIONS: LAFIYA DOLE & OTHER OPERATIONS OF THE ARMED FORCES,75000000000
102,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SETTLEMENT OF MDAs ELECTRICITY BILLS,5000000000
103,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,IPPIS CAPTURING,2000000000
104,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PAYMENT FOR OUTSOURCED SERVICES,2500000000
105,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,2019 APPROPRIATION BILL MARGIN FOR INCREASES IN COSTS AND RECURRENT ADJUSTMENT COSTS,4000000000
106,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,PRESIDENTIAL AMNESTY PROGRAMME: REINTEGRATION OF TRANSFORMED EX-MILITANTS,65000000000
107,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SERVICE WIDE TRAINING OF BUDGET/PLANNING OFFICERS ON GIFMIS BUDGET PREPARATION SYSTEM (BPS) AS WELL AS MONITORING AND EVALUATION OF ALL PROJECTS NATIONWIDE,2000000000
108,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,SPECIAL INTERVENTION PROGRAMME (RECURRENT),350000000000
109,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,CONTINGENCY (RECURRENT),15800000000
110,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,INTERNATIONAL SPORTING COMPETITIONS,4000000000
111,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,TSA OPERATIONS,4000000000
112,2019,EXECUTIVE ARM,RECURRENT(NON DEBT)  EXPENDITURE,EMPLOYEE COMPENSATION ACT - EMPLOYEES COMPENSATION FUND,4000000000
